result_id,athlete_id,competition_name,competition_level,event,date,position,time_seconds,season_best,personal_best,qualification_status
CR004979,A0666,Continental Series,Continental,200m,2022-03-02,3,29.91,False,False,Qualified
CR004980,A0666,Regional Open,Regional,200m,2022-09-29,5,28.64,True,False,Finalist
CR004981,A0666,Southern Africa Games,Continental,200m,2024-06-11,6,28.92,False,False,Finalist
CR004982,A0667,World Para Athletics GP,World,200m,2021-01-24,2,28.2,True,False,Qualified
CR004983,A0667,World Para Athletics GP,World,200m,2021-05-10,2,28.8,False,False,Participation
CR004984,A0667,Paralympic Trials,National,200m,2021-05-26,3,28.4,False,False,Participation
CR004985,A0667,Continental Series,Continental,200m,2021-08-08,3,28.32,False,False,Participation
CR004986,A0667,National Championships,National,200m,2021-11-12,3,28.67,True,False,Finalist
CR004987,A0667,National Championships,National,100m,2021-11-23,5,28.14,False,False,Qualified
CR004988,A0667,Southern Africa Games,Continental,100m,2022-12-15,6,28.04,False,False,Qualified
CR004989,A0667,National Championships,National,200m,2023-03-21,4,29.72,False,False,Qualified
CR004990,A0667,Continental Series,Continental,200m,2023-05-07,6,29.45,False,False,Finalist
CR004991,A0667,Paralympic Trials,National,100m,2023-06-15,2,27.76,False,True,Participation
CR004992,A0667,Botswana Nationals,National,200m,2023-06-19,3,29.2,False,False,Participation
CR004993,A0667,Continental Series,Continental,200m,2024-10-30,6,28.9,True,False,Participation
CR004994,A0668,Kalahari Sprint Classic,Regional,800m,2020-04-22,6,154.3,False,False,Participation
CR004995,A0668,Independence Meet,Local,800m,2020-10-18,1,155.4,False,False,Qualified
CR004996,A0668,Masa Cup,Local,800m,2021-03-20,6,154.03,True,False,Participation
CR004997,A0668,Botswana Nationals,National,800m,2021-11-12,1,155.22,False,False,Finalist
CR004998,A0668,Masa Cup,Local,1500m,2022-05-25,1,154.95,True,False,Finalist
CR004999,A0668,Masa Cup,Local,1500m,2022-11-17,5,158.61,False,False,Participation
CR005000,A0668,Masa Cup,Local,800m,2024-04-14,7,162.82,False,True,Finalist
CR005001,A0668,Paralympic Trials,National,800m,2024-09-22,4,159.42,True,False,Qualified
CR005002,A0668,Paralympic Trials,National,800m,2024-12-10,2,153.5,False,False,Participation
CR005003,A0669,Regional Open,Regional,100m,2020-07-27,8,17.34,True,False,Qualified
CR005004,A0669,Masa Cup,Local,100m,2021-05-04,4,17.75,False,False,Participation
CR005005,A0669,Kalahari Sprint Classic,Regional,100m,2021-10-31,8,17.82,False,False,Qualified
CR005006,A0669,Regional Open,Regional,100m,2021-12-07,7,17.24,False,False,Participation
CR005007,A0669,Regional Open,Regional,100m,2023-06-14,2,17.11,False,False,Participation
CR005008,A0669,Kalahari Sprint Classic,Regional,100m,2024-09-26,5,16.92,False,False,Finalist
CR005009,A0670,Continental Series,Continental,400m,2020-10-03,3,14.2,False,False,Finalist
CR005010,A0670,National Championships,National,400m,2021-01-11,1,14.92,False,False,Qualified
CR005011,A0670,Continental Series,Continental,100m,2021-04-14,5,14.42,False,False,Participation
CR005012,A0670,Continental Series,Continental,100m,2021-04-25,1,14.27,True,False,Finalist
CR005013,A0670,Continental Series,Continental,100m,2022-03-05,5,14.56,False,False,Participation
CR005014,A0670,Botswana Nationals,National,100m,2022-03-06,2,15.04,False,False,Qualified
CR005015,A0670,Southern Africa Games,Continental,100m,2022-10-30,5,14.42,False,False,Finalist
CR005016,A0670,Paralympic Trials,National,100m,2022-12-13,3,15.01,False,False,Finalist
CR005017,A0670,Regional Open,Regional,400m,2024-01-31,4,14.29,False,False,Finalist
CR005018,A0670,National Championships,National,100m,2024-07-20,1,14.33,False,False,Participation
CR005019,A0670,Regional Open,Regional,100m,2024-11-19,1,14.86,False,False,Participation
CR005020,A0671,National Championships,National,800m,2020-01-07,4,157.11,False,False,Participation
CR005021,A0671,Masa Cup,Local,800m,2020-11-12,1,154.75,False,False,Qualified
CR005022,A0671,Kalahari Sprint Classic,Regional,800m,2021-02-24,2,154.78,False,True,Qualified
CR005023,A0671,Regional Open,Regional,800m,2021-07-11,4,156.41,False,False,Participation
CR005024,A0671,Paralympic Trials,National,800m,2022-07-19,2,156.19,False,False,Participation
CR005025,A0671,Independence Meet,Local,800m,2022-10-09,6,155.15,False,True,Finalist
CR005026,A0671,Masa Cup,Local,400m,2023-04-27,1,154.67,True,False,Participation
CR005027,A0671,National Championships,National,800m,2024-04-12,2,150.86,False,False,Qualified
CR005028,A0671,Regional Open,Regional,800m,2024-11-06,3,150.84,True,False,Finalist
CR005029,A0672,Kalahari Sprint Classic,Regional,400m,2020-11-26,3,71.85,False,False,Qualified
CR005030,A0672,Masa Cup,Local,400m,2021-10-18,5,73.55,False,False,Finalist
CR005031,A0672,Independence Meet,Local,400m,2022-08-26,8,71.32,False,False,Qualified
CR005032,A0672,Independence Meet,Local,400m,2022-11-13,3,74.29,False,False,Participation
CR005033,A0672,Kalahari Sprint Classic,Regional,400m,2023-01-17,5,70.42,False,False,Participation
CR005034,A0672,Masa Cup,Local,400m,2023-06-01,3,74.81,False,False,Participation
CR005035,A0672,Regional Open,Regional,400m,2024-10-31,6,72.08,True,False,Qualified
CR005036,A0673,Southern Africa Games,Continental,800m,2020-01-08,2,13.04,False,False,Qualified
CR005037,A0673,Continental Series,Continental,100m,2020-02-19,1,13.1,False,False,Qualified
CR005038,A0673,National Championships,National,100m,2020-04-13,1,13.52,False,True,Participation
CR005039,A0673,Paralympic Trials,National,100m,2021-09-09,4,13.72,False,False,Participation
CR005040,A0673,World Para Athletics GP,World,100m,2022-10-27,4,13.13,True,False,Qualified
CR005041,A0673,Paralympic Trials,National,100m,2023-01-03,1,13.46,False,False,Participation
CR005042,A0673,Continental Series,Continental,800m,2023-03-15,3,13.5,False,False,Finalist
CR005043,A0673,World Para Athletics GP,World,100m,2023-09-13,2,13.13,False,False,Participation
CR005044,A0673,National Championships,National,100m,2024-03-06,2,13.63,False,True,Finalist
CR005045,A0673,Botswana Nationals,National,800m,2024-03-18,1,13.1,False,False,Qualified
CR005046,A0673,Southern Africa Games,Continental,800m,2024-04-16,7,13.13,False,False,Participation
CR005047,A0673,Paralympic Trials,National,800m,2024-07-09,3,12.95,False,False,Participation
CR005048,A0674,Masa Cup,Local,100m,2020-02-06,3,17.73,False,False,Finalist
CR005049,A0674,Kalahari Sprint Classic,Regional,100m,2020-05-10,8,17.75,False,False,Participation
CR005050,A0674,Masa Cup,Local,200m,2021-10-09,3,17.3,False,False,Qualified
CR005051,A0674,Regional Open,Regional,100m,2022-03-16,5,17.39,False,False,Participation
CR005052,A0675,Regional Open,Regional,400m,2020-03-29,5,15.82,False,False,Participation
CR005053,A0675,Regional Open,Regional,400m,2020-04-06,4,15.73,False,False,Qualified
CR005054,A0675,Paralympic Trials,National,400m,2020-07-11,7,15.73,False,True,Qualified
CR005055,A0675,Botswana Nationals,National,100m,2021-03-30,4,15.93,True,False,Participation
CR005056,A0675,National Championships,National,100m,2021-07-19,5,15.64,True,False,Participation
CR005057,A0675,Paralympic Trials,National,100m,2023-08-20,3,16.16,False,True,Participation
CR005058,A0675,Botswana Nationals,National,100m,2024-01-20,7,15.42,False,False,Qualified
CR005059,A0675,Paralympic Trials,National,100m,2024-05-06,4,15.46,False,False,Participation
CR005060,A0675,Botswana Nationals,National,100m,2024-12-21,4,16.26,False,False,Finalist
CR005061,A0676,Kalahari Sprint Classic,Regional,100m,2021-05-19,8,16.06,False,False,Participation
CR005062,A0676,Regional Open,Regional,100m,2022-08-30,8,15.92,True,False,Qualified
CR005063,A0676,Masa Cup,Local,100m,2022-11-01,6,16.67,False,False,Participation
CR005064,A0676,Regional Open,Regional,100m,2023-08-17,4,16.72,False,False,Qualified
CR005065,A0677,Paralympic Trials,National,400m,2020-10-23,3,16.27,False,True,Qualified
CR005066,A0677,Botswana Nationals,National,100m,2020-12-11,2,15.81,False,False,Participation
CR005067,A0677,Masa Cup,Local,400m,2021-12-14,2,15.63,False,False,Participation
CR005068,A0677,Independence Meet,Local,100m,2022-11-28,4,15.63,False,False,Qualified
CR005069,A0677,National Championships,National,100m,2024-05-15,7,15.49,False,False,Participation
CR005070,A0677,Paralympic Trials,National,400m,2024-11-29,3,15.58,False,False,Participation
CR005071,A0678,Botswana Nationals,National,100m,2020-03-23,3,14.03,False,False,Finalist
CR005072,A0678,Botswana Nationals,National,100m,2020-04-13,5,14.13,False,True,Participation
CR005073,A0678,Southern Africa Games,Continental,800m,2020-06-23,7,14.06,True,False,Finalist
CR005074,A0678,Regional Open,Regional,800m,2021-02-14,7,14.34,False,False,Finalist
CR005075,A0678,Southern Africa Games,Continental,100m,2021-03-19,8,14.59,False,False,Participation
CR005076,A0678,Southern Africa Games,Continental,800m,2023-05-17,5,13.97,False,False,Participation
CR005077,A0678,Kalahari Sprint Classic,Regional,100m,2023-07-08,2,14.59,False,False,Participation
CR005078,A0678,Regional Open,Regional,100m,2023-12-26,8,14.5,True,True,Qualified
CR005079,A0679,Regional Open,Regional,100m,2021-04-08,5,18.08,False,False,Participation
CR005080,A0679,Regional Open,Regional,200m,2022-10-21,2,17.02,False,False,Qualified
CR005081,A0679,Masa Cup,Local,100m,2023-06-27,2,17.52,True,False,Participation
CR005082,A0679,Masa Cup,Local,100m,2024-02-06,3,18.2,False,False,Participation
CR005083,A0680,Kalahari Sprint Classic,Regional,100m,2020-01-27,2,17.51,True,False,Finalist
CR005084,A0680,Kalahari Sprint Classic,Regional,100m,2021-05-30,2,16.47,False,False,Participation
CR005085,A0680,Independence Meet,Local,100m,2022-02-10,3,17.24,False,False,Participation
CR005086,A0680,Masa Cup,Local,100m,2022-04-25,6,16.76,False,False,Participation
CR005087,A0680,Masa Cup,Local,100m,2023-01-23,3,16.63,False,False,Finalist
CR005088,A0680,Kalahari Sprint Classic,Regional,100m,2023-04-24,8,17.17,False,True,Qualified
CR005089,A0680,Masa Cup,Local,100m,2023-11-08,2,16.55,False,False,Finalist
CR005090,A0680,Kalahari Sprint Classic,Regional,100m,2024-09-04,3,17.06,False,False,Qualified
CR005091,A0681,Masa Cup,Local,800m,2020-08-11,3,165.58,False,False,Finalist
CR005092,A0681,Independence Meet,Local,800m,2020-12-01,2,170.73,False,False,Finalist
CR005093,A0681,Masa Cup,Local,1500m,2021-05-15,4,164.71,False,False,Qualified
CR005094,A0681,Kalahari Sprint Classic,Regional,800m,2021-10-14,5,166.63,True,False,Qualified
CR005095,A0681,Independence Meet,Local,800m,2021-11-10,2,166.33,True,False,Participation
CR005096,A0681,Independence Meet,Local,800m,2023-03-19,2,172.89,False,False,Qualified
CR005097,A0681,Masa Cup,Local,1500m,2024-06-03,7,164.44,False,False,Participation
CR005098,A0682,Kalahari Sprint Classic,Regional,100m,2020-08-12,3,14.34,False,False,Qualified
CR005099,A0682,Masa Cup,Local,100m,2020-09-13,8,14.93,True,False,Qualified
CR005100,A0682,Independence Meet,Local,200m,2021-01-28,4,14.11,False,False,Qualified
CR005101,A0682,National Championships,National,100m,2022-07-24,3,15.01,True,False,Participation
CR005102,A0682,Kalahari Sprint Classic,Regional,100m,2022-08-12,4,14.97,False,False,Participation
CR005103,A0682,Kalahari Sprint Classic,Regional,100m,2023-09-01,6,14.89,False,False,Participation
CR005104,A0682,Paralympic Trials,National,200m,2024-02-10,4,14.85,False,False,Finalist
CR005105,A0682,Masa Cup,Local,100m,2024-03-24,2,14.4,False,False,Participation
CR005106,A0682,National Championships,National,100m,2024-05-25,6,14.15,True,False,Qualified
CR005107,A0683,Regional Open,Regional,100m,2022-04-21,6,17.24,False,False,Participation
CR005108,A0683,Kalahari Sprint Classic,Regional,100m,2023-05-19,4,16.56,True,False,Participation
CR005109,A0683,Independence Meet,Local,200m,2024-03-08,7,17.33,False,False,Finalist
CR005110,A0683,Masa Cup,Local,100m,2024-12-11,4,16.84,False,False,Participation
CR005111,A0684,Kalahari Sprint Classic,Regional,200m,2020-01-18,2,14.82,False,False,Qualified
CR005112,A0684,Botswana Nationals,National,100m,2020-04-10,1,15.24,False,False,Qualified
CR005113,A0684,Regional Open,Regional,100m,2021-01-20,8,14.56,False,False,Qualified
CR005114,A0684,Masa Cup,Local,100m,2021-07-10,1,14.46,True,True,Participation
CR005115,A0684,Masa Cup,Local,200m,2021-11-20,3,15.07,False,False,Participation
CR005116,A0684,Regional Open,Regional,100m,2021-12-01,2,14.52,False,False,Qualified
CR005117,A0684,Botswana Nationals,National,100m,2023-02-24,8,14.54,False,False,Qualified
CR005118,A0685,Masa Cup,Local,1500m,2020-12-29,4,179.44,False,False,Finalist
CR005119,A0685,Regional Open,Regional,800m,2022-03-18,2,178.58,False,False,Finalist
CR005120,A0685,Regional Open,Regional,800m,2024-01-08,8,177.02,False,False,Finalist
CR005121,A0685,Masa Cup,Local,800m,2024-03-07,6,184.13,False,True,Finalist
CR005122,A0686,Paralympic Trials,National,100m,2021-09-15,1,14.99,False,False,Participation
CR005123,A0686,Botswana Nationals,National,100m,2022-04-22,5,14.33,False,False,Participation
CR005124,A0686,Masa Cup,Local,100m,2022-09-19,6,14.86,False,False,Finalist
CR005125,A0686,National Championships,National,100m,2022-11-24,3,14.54,False,False,Participation
CR005126,A0686,Kalahari Sprint Classic,Regional,100m,2023-06-17,2,15.08,False,False,Participation
CR005127,A0686,Independence Meet,Local,100m,2023-11-04,1,15.18,False,False,Participation
CR005128,A0686,Botswana Nationals,National,100m,2023-11-13,4,14.43,False,False,Participation
CR005129,A0686,Kalahari Sprint Classic,Regional,100m,2023-12-28,6,14.97,True,False,Participation
CR005130,A0686,Kalahari Sprint Classic,Regional,100m,2024-05-24,7,14.37,False,False,Qualified
CR005131,A0687,Kalahari Sprint Classic,Regional,200m,2020-01-16,4,32.32,False,True,Participation
CR005132,A0687,Botswana Nationals,National,200m,2020-05-01,5,32.72,True,False,Participation
CR005133,A0687,Independence Meet,Local,100m,2020-08-18,7,31.78,False,False,Participation
CR005134,A0687,Independence Meet,Local,200m,2021-09-23,4,32.96,False,False,Qualified
CR005135,A0687,Independence Meet,Local,200m,2022-01-05,2,33.12,False,False,Participation
CR005136,A0687,Botswana Nationals,National,100m,2022-11-24,2,31.92,False,False,Qualified
CR005137,A0687,National Championships,National,200m,2023-04-02,2,33.3,False,False,Participation
CR005138,A0687,Regional Open,Regional,200m,2024-12-01,2,33.13,False,False,Participation
CR005139,A0687,National Championships,National,100m,2024-12-28,2,32.51,False,False,Finalist
CR005140,A0688,Masa Cup,Local,800m,2020-05-30,5,178.07,False,False,Qualified
CR005141,A0688,Independence Meet,Local,800m,2021-01-11,4,176.89,True,False,Participation
CR005142,A0688,Regional Open,Regional,800m,2021-08-28,4,176.85,False,False,Participation
CR005143,A0688,Kalahari Sprint Classic,Regional,100m,2023-07-13,6,173.07,False,False,Finalist
CR005144,A0688,Kalahari Sprint Classic,Regional,800m,2023-10-19,5,173.03,False,False,Qualified
CR005145,A0688,Regional Open,Regional,800m,2024-10-28,5,180.9,True,False,Qualified
CR005146,A0689,Botswana Nationals,National,1500m,2020-05-31,2,145.3,True,False,Participation
CR005147,A0689,Southern Africa Games,Continental,800m,2020-11-16,2,143.59,False,False,Participation
CR005148,A0689,National Championships,National,800m,2022-11-24,2,139.17,False,False,Participation
CR005149,A0689,Regional Open,Regional,800m,2022-12-25,8,146.1,True,False,Participation
CR005150,A0689,Continental Series,Continental,800m,2023-03-15,1,142.0,False,False,Participation
CR005151,A0689,Kalahari Sprint Classic,Regional,800m,2023-07-19,5,140.17,True,False,Participation
CR005152,A0689,National Championships,National,800m,2023-09-22,6,137.91,False,False,Participation
CR005153,A0689,Continental Series,Continental,1500m,2023-10-02,7,147.26,True,False,Finalist
CR005154,A0689,Southern Africa Games,Continental,1500m,2023-10-31,4,144.62,False,False,Participation
CR005155,A0689,Continental Series,Continental,800m,2024-09-28,5,139.41,False,False,Finalist
CR005156,A0689,Continental Series,Continental,800m,2024-12-01,2,141.61,False,True,Participation
CR005157,A0690,Southern Africa Games,Continental,800m,2020-04-21,5,151.1,False,False,Finalist
CR005158,A0690,Kalahari Sprint Classic,Regional,800m,2020-07-06,4,147.78,False,False,Participation
CR005159,A0690,Kalahari Sprint Classic,Regional,800m,2020-11-18,7,155.63,False,False,Qualified
CR005160,A0690,Kalahari Sprint Classic,Regional,800m,2021-09-26,1,151.07,False,False,Participation
CR005161,A0690,Paralympic Trials,National,800m,2022-01-07,7,149.03,False,False,Qualified
CR005162,A0690,Southern Africa Games,Continental,800m,2023-05-12,4,150.39,False,False,Participation
CR005163,A0690,Kalahari Sprint Classic,Regional,100m,2023-09-28,4,148.61,False,False,Participation
CR005164,A0690,Paralympic Trials,National,800m,2023-10-17,2,149.47,False,False,Participation
CR005165,A0690,Paralympic Trials,National,100m,2024-04-24,6,155.37,False,False,Qualified
CR005166,A0690,Continental Series,Continental,100m,2024-09-13,2,151.98,False,False,Participation
CR005167,A0691,Paralympic Trials,National,800m,2021-01-20,4,149.55,False,False,Finalist
CR005168,A0691,Botswana Nationals,National,800m,2022-03-02,7,151.97,False,False,Participation
CR005169,A0691,Masa Cup,Local,800m,2022-08-16,3,145.14,False,True,Participation
CR005170,A0691,Regional Open,Regional,800m,2022-09-09,1,149.54,False,False,Qualified
CR005171,A0691,Regional Open,Regional,800m,2023-02-16,6,147.62,True,False,Participation
CR005172,A0691,Independence Meet,Local,200m,2023-06-19,2,151.89,False,False,Participation
