medal_id,athlete_id,competition_name,event,medal_type,competition_level,year
M002312,A0621,Independence Meet,100m,Gold,Local,2021
M002313,A0621,Masa Cup,100m,Bronze,Local,2022
M002314,A0622,Paralympic Trials,100m,Gold,National,2020
M002315,A0622,Continental Series,100m,Silver,Continental,2020
M002316,A0622,Kalahari Sprint Classic,100m,Gold,Regional,2020
M002317,A0622,Kalahari Sprint Classic,100m,Bronze,Regional,2022
M002318,A0622,Regional Open,800m,Gold,Regional,2023
M002319,A0622,Kalahari Sprint Classic,100m,Gold,Regional,2024
M002320,A0623,Independence Meet,100m,Bronze,Local,2020
M002321,A0623,Independence Meet,200m,Silver,Local,2023
M002322,A0624,Kalahari Sprint Classic,1500m,Bronze,Regional,2022
M002323,A0625,Masa Cup,200m,Gold,Local,2022
M002324,A0626,Regional Open,800m,Silver,Regional,2020
M002325,A0626,Independence Meet,200m,Bronze,Local,2020
M002326,A0626,Independence Meet,200m,Bronze,Local,2021
M002327,A0626,Masa Cup,800m,Silver,Local,2023
M002328,A0626,Independence Meet,200m,Bronze,Local,2024
M002329,A0627,Southern Africa Games,1500m,Bronze,Continental,2020
M002330,A0627,National Championships,400m,Gold,National,2021
M002331,A0627,Paralympic Trials,1500m,Silver,National,2022
M002332,A0627,Continental Series,1500m,Bronze,Continental,2023
M002333,A0627,Continental Series,1500m,Bronze,Continental,2024
M002334,A0627,Paralympic Trials,1500m,Silver,National,2024
M002335,A0628,Kalahari Sprint Classic,800m,Gold,Regional,2020
M002336,A0628,Botswana Nationals,400m,Silver,National,2022
M002337,A0628,Paralympic Trials,400m,Silver,National,2023
M002338,A0628,Kalahari Sprint Classic,400m,Gold,Regional,2023
M002339,A0629,Independence Meet,200m,Silver,Local,2020
M002340,A0629,Masa Cup,200m,Silver,Local,2021
M002341,A0629,Paralympic Trials,200m,Bronze,National,2024
M002342,A0630,Regional Open,400m,Silver,Regional,2020
M002343,A0630,Independence Meet,400m,Silver,Local,2024
M002344,A0630,Paralympic Trials,400m,Silver,National,2024
M002345,A0631,Masa Cup,800m,Bronze,Local,2021
M002346,A0631,Independence Meet,800m,Silver,Local,2022
M002347,A0631,Masa Cup,800m,Bronze,Local,2022
M002348,A0632,Southern Africa Games,800m,Bronze,Continental,2020
M002349,A0632,Botswana Nationals,800m,Gold,National,2020
M002350,A0632,Kalahari Sprint Classic,200m,Silver,Regional,2021
M002351,A0632,Regional Open,800m,Gold,Regional,2021
M002352,A0632,Botswana Nationals,800m,Silver,National,2023
M002353,A0632,Continental Series,800m,Silver,Continental,2024
M002354,A0633,World Para Athletics GP,100m,Silver,World,2020
M002355,A0633,World Para Athletics GP,200m,Silver,World,2020
M002356,A0633,Continental Series,200m,Gold,Continental,2021
M002357,A0633,World Para Athletics GP,100m,Gold,World,2021
M002358,A0633,Botswana Nationals,200m,Silver,National,2022
M002359,A0633,Paralympic Trials,100m,Silver,National,2023
M002360,A0633,Botswana Nationals,100m,Gold,National,2023
M002361,A0633,World Para Athletics GP,100m,Silver,World,2023
M002362,A0633,World Para Athletics GP,200m,Bronze,World,2024
M002363,A0634,Continental Series,200m,Silver,Continental,2021
M002364,A0634,Botswana Nationals,200m,Bronze,National,2021
M002365,A0634,World Para Athletics GP,1500m,Gold,World,2021
M002366,A0634,Paralympic Trials,1500m,Gold,National,2022
M002367,A0634,National Championships,200m,Gold,National,2022
M002368,A0634,Continental Series,200m,Silver,Continental,2022
M002369,A0634,Botswana Nationals,200m,Gold,National,2022
M002370,A0634,Southern Africa Games,200m,Gold,Continental,2023
M002371,A0634,National Championships,1500m,Gold,National,2023
M002372,A0634,World Para Athletics GP,1500m,Gold,World,2024
M002373,A0635,Independence Meet,100m,Bronze,Local,2022
M002374,A0635,Independence Meet,100m,Bronze,Local,2022
M002375,A0636,Regional Open,400m,Bronze,Regional,2020
M002376,A0636,National Championships,400m,Silver,National,2021
M002377,A0636,Masa Cup,400m,Silver,Local,2021
M002378,A0637,Kalahari Sprint Classic,800m,Bronze,Regional,2020
M002379,A0637,Masa Cup,200m,Bronze,Local,2021
M002380,A0637,Masa Cup,800m,Bronze,Local,2023
M002381,A0638,Paralympic Trials,200m,Bronze,National,2020
M002382,A0638,Masa Cup,200m,Gold,Local,2022
M002383,A0638,Regional Open,200m,Gold,Regional,2023
M002384,A0638,Regional Open,100m,Bronze,Regional,2024
M002385,A0641,Regional Open,200m,Gold,Regional,2020
M002386,A0641,Paralympic Trials,200m,Bronze,National,2021
M002387,A0641,Southern Africa Games,200m,Bronze,Continental,2022
M002388,A0641,Botswana Nationals,1500m,Silver,National,2022
M002389,A0641,Southern Africa Games,1500m,Gold,Continental,2023
M002390,A0642,Paralympic Trials,400m,Gold,National,2021
M002391,A0642,Masa Cup,400m,Gold,Local,2021
M002392,A0642,Paralympic Trials,400m,Bronze,National,2022
M002393,A0642,Independence Meet,1500m,Gold,Local,2023
M002394,A0643,Southern Africa Games,100m,Bronze,Continental,2020
M002395,A0643,Kalahari Sprint Classic,100m,Bronze,Regional,2022
M002396,A0643,Botswana Nationals,100m,Gold,National,2023
M002397,A0643,Paralympic Trials,1500m,Silver,National,2023
M002398,A0643,National Championships,100m,Gold,National,2024
M002399,A0643,National Championships,100m,Bronze,National,2024
M002400,A0644,Independence Meet,200m,Bronze,Local,2021
M002401,A0644,National Championships,200m,Bronze,National,2022
M002402,A0644,National Championships,200m,Bronze,National,2023
M002403,A0644,Paralympic Trials,400m,Gold,National,2023
M002404,A0644,Regional Open,200m,Bronze,Regional,2023
M002405,A0644,Masa Cup,200m,Bronze,Local,2024
M002406,A0645,Masa Cup,200m,Bronze,Local,2020
M002407,A0645,Independence Meet,200m,Bronze,Local,2020
M002408,A0645,Masa Cup,400m,Silver,Local,2022
M002409,A0645,Independence Meet,200m,Bronze,Local,2023
M002410,A0645,Kalahari Sprint Classic,400m,Bronze,Regional,2024
M002411,A0646,Paralympic Trials,400m,Gold,National,2020
M002412,A0646,Regional Open,400m,Bronze,Regional,2021
M002413,A0646,Paralympic Trials,400m,Gold,National,2023
M002414,A0646,Botswana Nationals,400m,Gold,National,2023
M002415,A0647,Botswana Nationals,1500m,Gold,National,2021
M002416,A0647,Paralympic Trials,400m,Silver,National,2021
M002417,A0647,Paralympic Trials,400m,Silver,National,2022
M002418,A0647,Southern Africa Games,400m,Gold,Continental,2023
M002419,A0647,Paralympic Trials,400m,Gold,National,2023
M002420,A0647,World Para Athletics GP,400m,Silver,World,2024
M002421,A0648,Regional Open,400m,Silver,Regional,2022
M002422,A0649,Kalahari Sprint Classic,400m,Bronze,Regional,2020
M002423,A0649,National Championships,400m,Silver,National,2021
M002424,A0649,Independence Meet,400m,Silver,Local,2021
M002425,A0649,Independence Meet,400m,Silver,Local,2021
M002426,A0649,Botswana Nationals,400m,Gold,National,2024
M002427,A0650,Paralympic Trials,800m,Silver,National,2022
M002428,A0650,Paralympic Trials,200m,Gold,National,2022
M002429,A0651,Masa Cup,100m,Silver,Local,2020
M002430,A0651,Kalahari Sprint Classic,100m,Bronze,Regional,2021
M002431,A0651,Masa Cup,100m,Bronze,Local,2023
M002432,A0651,Masa Cup,100m,Gold,Local,2023
M002433,A0651,Independence Meet,800m,Gold,Local,2024
M002434,A0651,Masa Cup,100m,Bronze,Local,2024
M002435,A0652,Regional Open,200m,Bronze,Regional,2024
M002436,A0653,Regional Open,200m,Bronze,Regional,2023
M002437,A0653,Regional Open,200m,Silver,Regional,2023
M002438,A0654,Masa Cup,1500m,Gold,Local,2021
M002439,A0654,Regional Open,400m,Bronze,Regional,2022
M002440,A0654,Masa Cup,400m,Silver,Local,2024
M002441,A0654,Masa Cup,400m,Bronze,Local,2024
M002442,A0655,Kalahari Sprint Classic,400m,Silver,Regional,2024
M002443,A0656,Independence Meet,200m,Bronze,Local,2020
M002444,A0656,Kalahari Sprint Classic,400m,Silver,Regional,2023
M002445,A0656,Regional Open,200m,Silver,Regional,2024
M002446,A0657,National Championships,100m,Silver,National,2020
M002447,A0657,Paralympic Trials,200m,Gold,National,2022
M002448,A0657,Botswana Nationals,100m,Bronze,National,2024
M002449,A0658,Independence Meet,400m,Silver,Local,2020
M002450,A0658,Regional Open,400m,Bronze,Regional,2021
M002451,A0659,Kalahari Sprint Classic,1500m,Bronze,Regional,2023
M002452,A0659,Paralympic Trials,200m,Silver,National,2023
M002453,A0659,Kalahari Sprint Classic,1500m,Gold,Regional,2023
M002454,A0660,Kalahari Sprint Classic,200m,Bronze,Regional,2020
M002455,A0660,Masa Cup,200m,Silver,Local,2021
M002456,A0660,Independence Meet,200m,Silver,Local,2021
M002457,A0660,Kalahari Sprint Classic,200m,Bronze,Regional,2023
M002458,A0660,Independence Meet,200m,Bronze,Local,2024
M002459,A0661,Botswana Nationals,1500m,Gold,National,2020
M002460,A0661,Southern Africa Games,1500m,Bronze,Continental,2021
M002461,A0661,Kalahari Sprint Classic,1500m,Gold,Regional,2023
M002462,A0661,Botswana Nationals,1500m,Gold,National,2024
M002463,A0662,National Championships,100m,Gold,National,2023
M002464,A0663,Independence Meet,100m,Bronze,Local,2021
M002465,A0663,Regional Open,100m,Silver,Regional,2023
M002466,A0663,Independence Meet,100m,Gold,Local,2024
M002467,A0664,Masa Cup,800m,Bronze,Local,2023
M002468,A0664,Masa Cup,800m,Bronze,Local,2023
M002469,A0664,Regional Open,800m,Bronze,Regional,2024
M002470,A0666,Regional Open,200m,Bronze,Regional,2020
M002471,A0666,Botswana Nationals,200m,Bronze,National,2021
M002472,A0666,Southern Africa Games,1500m,Gold,Continental,2021
M002473,A0666,Southern Africa Games,200m,Silver,Continental,2021
M002474,A0666,Continental Series,200m,Bronze,Continental,2022
M002475,A0667,World Para Athletics GP,200m,Silver,World,2021
M002476,A0667,World Para Athletics GP,200m,Silver,World,2021
M002477,A0667,Paralympic Trials,200m,Bronze,National,2021
M002478,A0667,Continental Series,200m,Bronze,Continental,2021
M002479,A0667,National Championships,200m,Bronze,National,2021
M002480,A0667,Paralympic Trials,100m,Silver,National,2023
M002481,A0667,Botswana Nationals,200m,Bronze,National,2023
M002482,A0668,Independence Meet,800m,Gold,Local,2020
M002483,A0668,Botswana Nationals,800m,Gold,National,2021
M002484,A0668,Masa Cup,1500m,Gold,Local,2022
M002485,A0668,Paralympic Trials,800m,Silver,National,2024
M002486,A0669,Regional Open,100m,Silver,Regional,2023
M002487,A0670,Continental Series,400m,Bronze,Continental,2020
M002488,A0670,National Championships,400m,Gold,National,2021
M002489,A0670,Continental Series,100m,Gold,Continental,2021
M002490,A0670,Botswana Nationals,100m,Silver,National,2022
M002491,A0670,Paralympic Trials,100m,Bronze,National,2022
M002492,A0670,National Championships,100m,Gold,National,2024
M002493,A0670,Regional Open,100m,Gold,Regional,2024
M002494,A0671,Masa Cup,800m,Gold,Local,2020
M002495,A0671,Kalahari Sprint Classic,800m,Silver,Regional,2021
M002496,A0671,Paralympic Trials,800m,Silver,National,2022
M002497,A0671,Masa Cup,400m,Gold,Local,2023
M002498,A0671,National Championships,800m,Silver,National,2024
M002499,A0671,Regional Open,800m,Bronze,Regional,2024
M002500,A0672,Kalahari Sprint Classic,400m,Bronze,Regional,2020
M002501,A0672,Independence Meet,400m,Bronze,Local,2022
M002502,A0672,Masa Cup,400m,Bronze,Local,2023
M002503,A0673,Southern Africa Games,800m,Silver,Continental,2020
M002504,A0673,Continental Series,100m,Gold,Continental,2020
M002505,A0673,National Championships,100m,Gold,National,2020
M002506,A0673,Paralympic Trials,100m,Gold,National,2023
M002507,A0673,Continental Series,800m,Bronze,Continental,2023
M002508,A0673,World Para Athletics GP,100m,Silver,World,2023
M002509,A0673,National Championships,100m,Silver,National,2024
M002510,A0673,Botswana Nationals,800m,Gold,National,2024
M002511,A0673,Paralympic Trials,800m,Bronze,National,2024
M002512,A0674,Masa Cup,100m,Bronze,Local,2020
M002513,A0674,Masa Cup,200m,Bronze,Local,2021
M002514,A0675,Paralympic Trials,100m,Bronze,National,2023
M002515,A0677,Paralympic Trials,400m,Bronze,National,2020
M002516,A0677,Botswana Nationals,100m,Silver,National,2020
M002517,A0677,Masa Cup,400m,Silver,Local,2021
M002518,A0677,Paralympic Trials,400m,Bronze,National,2024
M002519,A0678,Botswana Nationals,100m,Bronze,National,2020
M002520,A0678,Kalahari Sprint Classic,100m,Silver,Regional,2023
M002521,A0679,Regional Open,200m,Silver,Regional,2022
M002522,A0679,Masa Cup,100m,Silver,Local,2023
M002523,A0679,Masa Cup,100m,Bronze,Local,2024
M002524,A0680,Kalahari Sprint Classic,100m,Silver,Regional,2020
M002525,A0680,Kalahari Sprint Classic,100m,Silver,Regional,2021
M002526,A0680,Independence Meet,100m,Bronze,Local,2022
M002527,A0680,Masa Cup,100m,Bronze,Local,2023
M002528,A0680,Masa Cup,100m,Silver,Local,2023
M002529,A0680,Kalahari Sprint Classic,100m,Bronze,Regional,2024
M002530,A0681,Masa Cup,800m,Bronze,Local,2020
M002531,A0681,Independence Meet,800m,Silver,Local,2020
M002532,A0681,Independence Meet,800m,Silver,Local,2021
M002533,A0681,Independence Meet,800m,Silver,Local,2023
M002534,A0682,Kalahari Sprint Classic,100m,Bronze,Regional,2020
M002535,A0682,National Championships,100m,Bronze,National,2022
M002536,A0682,Masa Cup,100m,Silver,Local,2024
M002537,A0684,Kalahari Sprint Classic,200m,Silver,Regional,2020
M002538,A0684,Botswana Nationals,100m,Gold,National,2020
M002539,A0684,Masa Cup,100m,Gold,Local,2021
M002540,A0684,Masa Cup,200m,Bronze,Local,2021
M002541,A0684,Regional Open,100m,Silver,Regional,2021
M002542,A0685,Regional Open,800m,Silver,Regional,2022
M002543,A0686,Paralympic Trials,100m,Gold,National,2021
M002544,A0686,National Championships,100m,Bronze,National,2022
M002545,A0686,Kalahari Sprint Classic,100m,Silver,Regional,2023
M002546,A0686,Independence Meet,100m,Gold,Local,2023
M002547,A0687,Independence Meet,200m,Silver,Local,2022
M002548,A0687,Botswana Nationals,100m,Silver,National,2022
M002549,A0687,National Championships,200m,Silver,National,2023
M002550,A0687,Regional Open,200m,Silver,Regional,2024
M002551,A0687,National Championships,100m,Silver,National,2024
M002552,A0689,Botswana Nationals,1500m,Silver,National,2020
M002553,A0689,Southern Africa Games,800m,Silver,Continental,2020
M002554,A0689,National Championships,800m,Silver,National,2022
M002555,A0689,Continental Series,800m,Gold,Continental,2023
M002556,A0689,Continental Series,800m,Silver,Continental,2024
M002557,A0690,Kalahari Sprint Classic,800m,Gold,Regional,2021
M002558,A0690,Paralympic Trials,800m,Silver,National,2023
M002559,A0690,Continental Series,100m,Silver,Continental,2024
M002560,A0691,Masa Cup,800m,Bronze,Local,2022
M002561,A0691,Regional Open,800m,Gold,Regional,2022
M002562,A0691,Independence Meet,200m,Silver,Local,2023
M002563,A0691,Regional Open,800m,Silver,Regional,2023
M002564,A0691,Masa Cup,800m,Silver,Local,2024
M002565,A0693,National Championships,100m,Silver,National,2022
M002566,A0693,Southern Africa Games,100m,Silver,Continental,2023
M002567,A0693,Regional Open,100m,Silver,Regional,2023
M002568,A0693,Paralympic Trials,400m,Bronze,National,2023
M002569,A0693,Continental Series,100m,Silver,Continental,2024
M002570,A0694,Kalahari Sprint Classic,100m,Bronze,Regional,2021
M002571,A0694,Masa Cup,100m,Silver,Local,2022
M002572,A0695,Botswana Nationals,200m,Bronze,National,2020
M002573,A0695,Masa Cup,100m,Bronze,Local,2020
M002574,A0695,Regional Open,100m,Gold,Regional,2022
M002575,A0695,Masa Cup,200m,Gold,Local,2022
M002576,A0696,Regional Open,400m,Silver,Regional,2023
M002577,A0696,Independence Meet,200m,Bronze,Local,2024
M002578,A0696,Kalahari Sprint Classic,200m,Silver,Regional,2024
M002579,A0697,Regional Open,200m,Bronze,Regional,2024
M002580,A0698,Kalahari Sprint Classic,200m,Silver,Regional,2022
M002581,A0699,Paralympic Trials,800m,Silver,National,2021
M002582,A0699,Paralympic Trials,800m,Silver,National,2021
M002583,A0699,Botswana Nationals,800m,Bronze,National,2021
M002584,A0700,Continental Series,400m,Bronze,Continental,2020
M002585,A0700,National Championships,400m,Silver,National,2021
M002586,A0700,Botswana Nationals,400m,Gold,National,2021
M002587,A0701,Regional Open,100m,Silver,Regional,2021
M002588,A0701,Kalahari Sprint Classic,100m,Silver,Regional,2024
M002589,A0702,Regional Open,400m,Silver,Regional,2021
M002590,A0702,National Championships,200m,Gold,National,2023
M002591,A0702,Southern Africa Games,400m,Silver,Continental,2024
M002592,A0703,Paralympic Trials,200m,Bronze,National,2020
M002593,A0703,Masa Cup,100m,Bronze,Local,2022
M002594,A0703,Kalahari Sprint Classic,200m,Gold,Regional,2022
M002595,A0704,Masa Cup,800m,Bronze,Local,2020
M002596,A0704,Regional Open,800m,Bronze,Regional,2022
M002597,A0704,Paralympic Trials,800m,Silver,National,2023
M002598,A0704,Masa Cup,800m,Bronze,Local,2023
M002599,A0704,Botswana Nationals,800m,Gold,National,2024
M002600,A0705,Paralympic Trials,200m,Bronze,National,2020
M002601,A0705,National Championships,200m,Silver,National,2022
M002602,A0705,Paralympic Trials,200m,Gold,National,2023
M002603,A0706,Paralympic Trials,200m,Bronze,National,2021
M002604,A0706,Regional Open,200m,Silver,Regional,2022
M002605,A0706,Kalahari Sprint Classic,200m,Silver,Regional,2022
M002606,A0706,Regional Open,200m,Silver,Regional,2023
M002607,A0707,National Championships,200m,Silver,National,2020
M002608,A0707,Regional Open,200m,Bronze,Regional,2021
M002609,A0707,Masa Cup,800m,Silver,Local,2023
M002610,A0707,Botswana Nationals,200m,Bronze,National,2024
M002611,A0708,Independence Meet,200m,Silver,Local,2020
M002612,A0708,Kalahari Sprint Classic,200m,Silver,Regional,2020
M002613,A0708,Kalahari Sprint Classic,200m,Bronze,Regional,2023
M002614,A0708,Kalahari Sprint Classic,200m,Bronze,Regional,2024
M002615,A0708,Kalahari Sprint Classic,200m,Silver,Regional,2024
M002616,A0709,Regional Open,100m,Gold,Regional,2020
M002617,A0709,Kalahari Sprint Classic,100m,Gold,Regional,2023
M002618,A0710,Masa Cup,800m,Silver,Local,2021
M002619,A0711,Independence Meet,1500m,Silver,Local,2020
M002620,A0711,National Championships,1500m,Silver,National,2021
M002621,A0711,Regional Open,1500m,Bronze,Regional,2024
M002622,A0712,Continental Series,200m,Bronze,Continental,2021
M002623,A0712,World Para Athletics GP,800m,Gold,World,2021
